B_fighter,R_fighter,date,location,weight_class,no_of_rounds,B_current_lose_streak,B_current_win_streak,R_current_lose_streak,R_current_win_streak,B_total_rounds_fought,R_total_rounds_fought,B_wins,R_wins,B_Height_cms,R_Height_cms,B_Reach_cms,R_Reach_cms,B_Weight_lbs,R_Weight_lbs,B_age,R_age,elevation (ft),b_hot_or_not,r_hot_or_not,Winner_Blue,Winner_Red,title_bout_False,title_bout_True,B_Stance_Open Stance,B_Stance_Orthodox,B_Stance_Southpaw,B_Stance_Switch,R_Stance_Open Stance,R_Stance_Orthodox,R_Stance_Southpaw,R_Stance_Switch,weight_buckets_Heavy,weight_buckets_Light,weight_buckets_Middle
Sean Brady,Court McGee,2019-10-18,"Boston, Massachusetts, USA",Welterweight,3,0.0,0.0,1.0,0.0,3.0,42.0,0.0,8.0,177.8,180.34,182.88,190.5,170.0,170.0,26.0,34.0,141,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Boston Salmon,Randy Costa,2019-10-18,"Boston, Massachusetts, USA",Bantamweight,3,1.0,0.0,1.0,0.0,1.0,2.0,0.0,0.0,175.26,175.26,175.26,185.42,135.0,135.0,28.0,25.0,141,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0
Sean Woodson,Kyle Bochniak,2019-10-18,"Boston, Massachusetts, USA",Featherweight,3,0.0,0.0,2.0,0.0,0.0,18.0,0.0,2.0,187.96,170.18,198.12,177.8,145.0,145.0,27.0,32.0,141,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,1,0
Manny Bermudez,Charles Rosa,2019-10-18,"Boston, Massachusetts, USA",Featherweight,3,1.0,0.0,1.0,0.0,7.0,15.0,3.0,2.0,177.8,175.26,180.34,175.26,145.0,145.0,25.0,33.0,141,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,1,0
Darren Stewart,Deron Winn,2019-10-18,"Boston, Massachusetts, USA",Middleweight,3,0.0,1.0,0.0,1.0,17.0,3.0,3.0,1.0,182.88,167.64,187.96,177.8,185.0,185.0,28.0,30.0,141,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Jonathan Pearce,Joe Lauzon,2019-10-18,"Boston, Massachusetts, USA",Lightweight,3,0.0,0.0,3.0,0.0,0.0,52.0,0.0,14.0,182.88,177.8,180.34,180.34,155.0,155.0,27.0,35.0,141,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,0,1
Chris Weidman,Dominick Reyes,2019-10-18,"Boston, Massachusetts, USA",Light Heavyweight,5,1.0,0.0,0.0,5.0,35.0,9.0,10.0,5.0,187.96,193.04,198.12,195.58,205.0,205.0,35.0,29.0,141,0,1,0,1,1,0,0,1,0,0,0,0,1,0,1,0,0
Jeremy Stephens,Yair Rodriguez,2019-10-18,"Boston, Massachusetts, USA",Featherweight,3,2.0,0.0,0.0,1.0,80.0,26.0,15.0,7.0,175.26,180.34,180.34,180.34,145.0,145.0,33.0,27.0,141,0,1,0,1,1,0,0,1,0,0,0,1,0,0,0,1,0
Forrest Petz,Brian Foster,2010-09-15,"Austin, Texas, USA",Welterweight,3,2.0,0.0,1.0,0.0,16.0,5.0,2.0,1.0,175.26,175.26,180.34,180.34,170.0,170.0,34.0,26.0,768,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
David Mitchell,TJ Waldburger,2010-09-15,"Austin, Texas, USA",Welterweight,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,182.88,180.34,193.04,190.5,170.0,170.0,30.0,22.0,768,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Rafael Natal,Rich Attonito,2010-09-15,"Austin, Texas, USA",Middleweight,3,0.0,0.0,0.0,1.0,0.0,2.0,0.0,1.0,182.88,177.8,193.04,182.88,185.0,170.0,27.0,33.0,768,0,1,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
David Branch,Tomasz Drwal,2010-09-15,"Austin, Texas, USA",Middleweight,3,1.0,0.0,1.0,0.0,3.0,7.0,0.0,3.0,185.42,185.42,198.12,193.04,185.0,205.0,28.0,28.0,768,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
Kyle Kingsbury,Jared Hamman,2010-09-15,"Austin, Texas, USA",Light Heavyweight,3,0.0,1.0,0.0,1.0,6.0,4.0,1.0,1.0,193.04,190.5,193.04,190.5,205.0,185.0,28.0,28.0,768,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0
John Gunderson,Yves Edwards,2010-09-15,"Austin, Texas, USA",Lightweight,3,0.0,1.0,2.0,0.0,6.0,23.0,1.0,6.0,175.26,175.26,175.26,185.42,155.0,155.0,31.0,33.0,768,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,1
Ross Pearson,Cole Miller,2010-09-15,"Austin, Texas, USA",Lightweight,3,0.0,3.0,0.0,1.0,8.0,12.0,3.0,5.0,172.72,185.42,175.26,187.96,155.0,145.0,25.0,26.0,768,1,1,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1
Gleison Tibau,Jim Miller,2010-09-15,"Austin, Texas, USA",Lightweight,3,0.0,2.0,0.0,4.0,25.0,18.0,7.0,6.0,177.8,172.72,180.34,180.34,155.0,155.0,26.0,27.0,768,1,1,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1
Charles Oliveira,Efrain Escudero,2010-09-15,"Austin, Texas, USA",Lightweight,3,0.0,1.0,0.0,1.0,1.0,10.0,1.0,3.0,177.8,175.26,187.96,177.8,155.0,155.0,20.0,24.0,768,1,1,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1
Rousimar Palhares,Nate Marquardt,2010-09-15,"Austin, Texas, USA",Middleweight,3,0.0,3.0,1.0,0.0,10.0,25.0,4.0,8.0,172.72,182.88,180.34,187.96,170.0,185.0,30.0,31.0,768,1,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,0
